Rating,Name,Rating Agency Name,Date,Sector,currentRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,grossProfitMargin,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BB,Company 190,Rating agency 3,4/23/2012,Consumer Non-Durables,0.336150366,-0.542486673,-0.42109164,-0.321922163,-1.416922978,-0.795745756,-0.657993973,1.497984692,0.84043025,-0.016412627,-0.845954903,-0.271250462,0.176310023,0.251207207,-0.009199897,0.796186149,-0.486933176,1.220978041
A,Company 136,Rating agency 3,4/24/2012,Technology,1.028484584,1.107732315,0.619894083,1.039449002,1.341699773,0.946821951,0.429050263,-0.275293401,0.946704963,-0.029106178,-1.106503799,0.085582516,0.621385614,-0.047399878,0.184880466,-0.41788014,0.31206262,-0.379476093
B,Company 457,Rating agency 3,4/24/2012,Energy,-1.734612122,-0.477122907,0.453680356,0.820767296,1.049526963,0.603424857,-0.064292676,-0.756620991,-1.363133827,-0.000752246,-0.562622026,0.173663568,-1.916701956,-0.274617396,-0.010805012,-0.339731777,1.174215686,-0.757707915
B,Company 201,Rating agency 3,4/26/2012,Energy,-1.796434371,-2.037243748,0.18825707,0.647446889,1.501721137,0.739564006,0.850145631,-0.202303592,-1.055674866,0.12240511,0.394459722,0.164008624,0.607020713,0.142845396,-0.125816247,0.126486333,0.863844117,-1.777398613
BB,Company 237,Rating agency 3,05/07/2012,Energy,-0.922688333,-0.041810538,0.374512323,0.368414861,1.483899807,0.200386657,0.015682263,-0.424775683,-1.147549851,0.041858608,-0.129504663,0.179863493,0.607898523,0.312000848,-0.074957079,0.482749613,0.722285839,-1.777398613
B,Company 69,Rating agency 3,5/14/2012,Public Utilities,0.432838634,1.169393904,0.144372711,-0.00999298,1.487242214,-0.338247839,1.467049831,-0.748132831,-0.634505272,1.59246247,1.411233223,0.172518225,0.292844047,-0.02221014,0.032362998,-0.160071153,0.399312044,0.699930937
BB,Company 165,Rating agency 3,5/21/2012,Technology,0.008421349,0.724422691,0.225859424,-0.227386707,-1.0156103,-0.264134996,-0.105466314,0.512016119,-0.369488446,0.174152634,0.564174687,-0.06977769,-0.346527337,-0.130717463,-0.1373253,-0.349807884,-0.050846114,0.116187652
A,Company 105,Rating agency 3,5/24/2012,Capital Goods,0.27859452,0.060801638,0.516136184,0.073003284,-0.830057071,0.715242444,0.311636657,0.647182794,0.546135632,-0.01255633,-0.766816789,0.084969308,0.432256273,0.101274356,0.007325008,0.143261765,-0.324144596,0.470556105
BB,Company 311,Rating agency 3,5/24/2012,Public Utilities,-2.383726464,-0.755616143,0.270451907,0.011259021,-0.405018323,-0.134962505,0.225366962,-0.949899038,-1.236596504,0.485582366,0.436542085,0.192411602,0.110973378,-0.07918484,0.214161979,-0.323924149,0.265458408,0.31747227
BBB,Company 101,Rating agency 3,5/25/2012,Consumer Non-Durables,-0.528606953,-0.146326262,-0.137494598,0.070955908,0.495325828,1.416798235,1.203503834,0.868557306,0.757233827,0.143463068,0.458891828,0.090782322,0.626313546,0.048875614,0.140996371,-0.123345145,-0.29201111,0.136805516
AA,Company 232,Rating agency 3,5/30/2012,Technology,-0.428631371,0.084004006,0.209560376,0.454109886,-0.118204687,1.683669308,1.869203426,0.420685352,0.629961911,0.325275866,0.906126295,0.076951995,0.402289018,0.351659566,0.056364602,0.741417307,-0.053027389,0.310599989
BBB,Company 356,Rating agency 3,5/30/2012,Capital Goods,1.213598909,0.92311416,-2.446369468,0.076244223,-0.79294283,0.355720103,0.339235376,0.671811575,0.447668777,-0.014392929,-0.813352583,-0.114625317,0.049060996,-0.03618438,0.026594483,-0.004913606,-0.448819565,0.519702871
BBB,Company 273,Rating agency 3,5/31/2012,Consumer Non-Durables,-0.175425011,-0.290387914,0.335555898,-0.110639544,-0.766274209,0.407168169,-0.432810059,0.345464617,-0.079696064,-0.002211877,-0.580902069,-0.04266803,-1.031019587,-0.168047263,-0.034640364,-0.563928452,-0.483767035,0.372058038
BB,Company 227,Rating agency 3,06/01/2012,Capital Goods,1.715988754,1.403891113,0.20756276,0.108690911,-0.70530881,0.422285214,0.02894358,0.355004315,-0.029466193,-0.027255824,-1.086345996,0.103789297,0.162275823,-0.086009682,-0.132761452,-0.397336887,-0.168987827,0.848276031
BBB,Company 310,Rating agency 3,06/07/2012,Energy,-0.530964309,-0.40450904,0.769768102,0.120584874,-0.821447048,0.522749979,0.085769826,0.143564201,-0.685973888,0.020758435,-0.34870429,0.149719462,-0.288237281,-0.114615054,-0.020882354,-0.140012233,0.014620602,-0.496074608
A,Company 328,Rating agency 4,6/15/2012,Technology,3.145775248,1.970232554,0.446519702,0.677403318,-0.288813567,0.886226594,-0.022201642,0.210631129,0.927119487,-0.217705244,-3.227035373,0.033957116,0.619340371,-0.063979123,-0.133150289,-0.475131799,0.080244026,-0.125575219
A,Company 77,Rating agency 2,6/15/2012,Public Utilities,-0.753234342,0.396174447,0.218173374,-0.290801621,0.222862634,-0.214924731,-1.780221922,-0.284744748,-0.566851216,0.04938886,-0.007667846,-0.108128865,0.055827737,0.054311017,-0.082352443,0.394833454,0.191708296,-0.325993405
A,Company 6,Rating agency 4,6/15/2012,Public Utilities,-1.274892453,-0.64827462,0.220596273,-0.237268198,0.109080846,-0.422203804,-1.467215916,-0.319157018,-0.600679885,0.038196223,-0.136238785,0.188259969,0.019327253,-0.039187899,0.026294351,0.011309423,0.195093615,-0.386196488
A,Company 430,Rating agency 4,6/15/2012,Consumer Services,-0.383527973,0.310010622,0.122677552,-0.257924154,1.529276088,-0.20947681,-1.271200971,0.326310278,0.144973269,-0.021586899,-0.960175814,0.245581263,0.049687069,0.633231864,-0.133412156,1.720508165,-0.326075565,-1.777398613
A,Company 462,Rating agency 4,6/15/2012,Finance,0.030898524,-1.377226572,-2.446369468,0.015486494,0.306344043,-0.395564411,-1.033675225,-1.293062687,-0.679904068,0.175372912,0.585942137,0.076052119,0.400959548,0.164755386,0.133129023,0.33898684,0.224844274,1.503215329
A,Company 204,Rating agency 4,6/15/2012,Public Utilities,-0.812918858,-0.556382724,0.341789795,-0.065108343,1.522648434,-0.28418686,-0.605524283,-0.528436905,-1.298199777,0.133290457,0.442863144,0.167757291,-0.329486954,-0.12005789,-0.029709312,-0.104193253,-0.10401849,-1.777398613
A,Company 263,Rating agency 2,6/15/2012,Capital Goods,-0.017247621,0.185152327,0.485570391,0.242816824,-0.023722881,-0.26185999,-0.540121629,-0.384785766,0.57332288,-0.036394051,-1.209500482,-0.04866741,0.466126588,0.012727888,0.134873883,-0.136985314,-0.168606817,0.614184798
A,Company 212,Rating agency 4,6/15/2012,Basic Industries,1.021959186,0.507321118,0.065639717,-0.193606591,-1.260395853,0.20485309,-0.371545148,0.860337307,0.386332898,-0.019481864,-0.90343875,0.137164685,0.182812045,-0.062686071,0.049490591,-0.275207574,-0.461113661,1.274134838
A,Company 67,Rating agency 4,6/15/2012,Public Utilities,-1.637375327,-2.202978964,0.375516992,0.056412692,0.15267151,-0.341068901,-0.331250505,-0.628734713,-1.164070201,0.148386775,0.472381118,-0.047131677,-0.232961428,-0.088778271,0.011763423,0.066820973,0.013646296,0.279058266
A,Company 171,Rating agency 4,6/15/2012,Consumer Non-Durables,0.517514151,-1.244121696,-2.446369468,-0.272268329,-1.39510359,0.198441517,-0.329939628,1.218445006,0.686202708,0.008931137,-0.460772233,0.151229423,1.097583648,-0.403759217,0.05124502,-2.253163059,-0.735699339,0.691000113
A,Company 57,Rating agency 4,6/15/2012,Basic Industries,-0.114740401,0.694868109,0.381471458,0.141054285,-0.319293141,0.356713119,-0.282441981,-0.227153315,-0.775830978,0.000670533,-0.728803566,0.305460823,0.153447178,0.238038693,-0.069138006,0.810592823,0.667659875,-0.234071635
A,Company 55,Rating agency 4,6/15/2012,Health Care,0.487318636,-0.514498427,0.669166202,0.455279241,0.839278665,0.002986615,-0.20222225,-0.609454507,0.191336231,0.011948459,-0.378451491,0.13517878,0.53259681,-0.041059006,0.045950946,-0.365654187,0.272547354,-0.146879788
A,Company 470,Rating agency 4,6/15/2012,Consumer Services,-0.542168875,0.209928725,-2.205411723,-0.319881809,-1.177776511,0.67199429,-0.188558919,1.799413284,0.583816781,0.007171547,-0.502573313,0.170371305,0.209838947,0.03851996,0.085435948,0.14977644,-0.513712581,0.828916883
A,Company 8,Rating agency 4,6/15/2012,Capital Goods,-0.059710988,-0.488709947,0.636106845,0.362401247,0.009489003,0.129816111,-0.132293145,-0.159467337,0.626038579,-0.037112716,-1.238996596,0.048364103,0.49080913,-0.001318575,0.059289154,-0.201770996,-0.114046471,0.140395553
A,Company 288,Rating agency 4,6/15/2012,Basic Industries,1.719289897,1.607296149,0.406282276,1.842784184,-0.173845563,-0.342760325,-0.093184158,-0.857557398,-0.908792569,-0.081928296,-3.227035373,0.226224299,0.606523873,-0.055161876,-0.036240671,-0.447478452,0.539154502,-0.046181534
A,Company 149,Rating agency 2,6/15/2012,Energy,-0.832108047,-1.057881582,-2.446369468,1.225083107,1.500574599,0.53387793,0.067369743,-0.712022386,-1.366570552,-0.034705639,-1.240606652,0.151633504,0.610105616,0.72044572,-0.080087448,1.111767394,0.97326822,-1.777398613
A,Company 322,Rating agency 2,6/15/2012,Basic Industries,-0.006829925,0.592010494,-0.2631329,-0.269671631,-1.408559302,1.224532729,0.192937774,1.628142005,1.4122787,0.02786463,-0.274131217,0.127173617,0.230912198,-0.009275631,-0.030951149,-0.054797064,-0.507460934,0.91344983
A,Company 137,Rating agency 4,6/15/2012,Health Care,1.646850819,0.499512563,0.553581414,0.530679798,0.451728022,0.675648367,0.201514795,0.080590029,0.748080097,-0.053336749,-1.712430927,0.042618629,0.465666213,-0.011395978,0.074931742,-0.223434982,-0.082382998,0.482074917
A,Company 424,Rating agency 4,6/15/2012,Finance,0.721774951,-1.714929304,0.624240046,-0.044968167,1.516682631,0.136031418,0.207557109,0.128477927,1.14850132,0.151264272,0.528607617,0.140395219,0.554942733,-0.047727891,0.175638893,-0.395984322,-0.32088887,-1.777398613
A,Company 362,Rating agency 4,6/15/2012,Consumer Non-Durables,0.887536503,0.634466702,-0.191692459,-0.073813583,-1.044289562,1.044492955,0.227311957,1.168796939,0.70555444,-0.054764396,-1.808350411,0.150489121,0.42360118,-0.079025172,-0.10518169,-0.478790972,-0.428398839,1.166089347
A,Company 70,Rating agency 4,6/15/2012,Technology,0.056910521,-0.639060981,0.479310854,0.067842905,-0.65411766,0.318411381,0.238954926,0.392464622,0.477915406,0.023635319,-0.265824256,-0.019311818,0.152095756,-0.055973137,0.013551996,-0.219347551,-0.377054596,0.425902406
A,Company 188,Rating agency 4,6/15/2012,Technology,-0.757306484,-0.337942398,0.431904008,-0.099226998,-0.076937208,-0.334873219,0.246727244,0.488046953,0.824270527,0.111793127,0.364786119,0.387286478,0.250972005,0.018248968,-0.136608472,0.036592286,-0.310951782,-0.046057519
A,Company 42,Rating agency 4,6/15/2012,Health Care,-1.060621641,0.323559289,-0.836889464,-0.131552219,1.414064248,0.833638845,0.247271074,0.94366252,1.712821292,0.02209902,-0.309619578,0.167634276,0.459282267,0.082016252,-0.05637012,0.083223615,-0.405834097,-1.47159338
A,Company 129,Rating agency 2,6/15/2012,Technology,1.056595715,1.022905266,0.462992318,0.230917936,-0.393993198,0.429197162,0.248502181,0.315505578,0.643040136,-0.02153465,-0.953062171,0.063129089,0.356808655,6.01641311,-0.226679812,6.219973238,-0.201764184,0.583362951
A,Company 92,Rating agency 4,6/15/2012,Consumer Services,0.173091347,-1.087073116,-2.446369468,-0.171340948,-0.580946034,0.440652818,0.273353204,0.96704919,-0.071938647,0.064236844,0.033507635,0.164830263,0.209556096,0.038007784,-0.006166654,0.149656797,-0.377466934,0.32964415
A,Company 177,Rating agency 4,6/15/2012,Capital Goods,-0.213323909,-0.039985087,0.39314413,0.026228162,-0.110576326,0.65085076,0.285229724,0.437652259,0.796033837,0.045694531,-0.078867327,0.135024503,0.481520131,0.163760911,-0.054083908,0.277547634,-0.312258939,0.213312183
A,Company 50,Rating agency 4,6/15/2012,Energy,-0.63117588,-0.146735936,-0.182289472,-0.125449068,1.505970026,0.847861753,0.295674106,1.018442772,-0.007702383,0.019199729,-0.360015788,0.256296899,0.61632835,0.389340958,-0.104184658,0.61733768,-0.370240238,-1.777398613
A,Company 272,Rating agency 4,6/15/2012,Capital Goods,0.28433367,0.85410648,-2.446369468,-0.052739225,-0.994232537,0.207127585,0.308895806,0.459846688,0.675333966,0.100779145,0.248203205,0.132029225,0.401750105,0.003120487,0.016458534,-0.139885343,-0.312854916,1.943643337
A,Company 229,Rating agency 4,6/15/2012,Consumer Non-Durables,0.368438171,-0.154087227,0.293909498,0.123136114,-0.146095385,0.605101186,0.324663535,0.534439347,0.95461987,-0.009031108,-0.738966151,0.06960145,0.615967213,0.238767613,-0.136476478,0.353870615,-0.262973841,0.479776925
A,Company 99,Rating agency 4,6/15/2012,Consumer Durables,-0.124096489,0.101641221,-2.446369468,0.088686909,-0.642482047,0.96962674,0.410285631,0.46272588,0.627876703,0.0322113,-0.257739989,-0.131820069,0.607745501,-0.075097563,0.862671646,-0.520920209,-0.321816928,0.138601265
A,Company 37,Rating agency 4,6/15/2012,Energy,1.045069342,0.698770622,-2.446369468,0.242579845,0.969758771,1.23168924,0.434525874,0.562147851,-0.003455312,-0.035413776,-1.230547516,0.146607435,-0.229862703,-0.107385709,-0.05067071,-0.180126001,-0.160754151,-0.522827265
A,Company 481,Rating agency 2,6/15/2012,Energy,-0.638530248,-0.292104319,0.343106328,-0.044799963,-1.018050052,0.893392984,0.490728996,0.801150715,-0.215457302,0.045650757,-0.106014262,0.152811461,-0.057512469,-0.124028194,0.24769033,-0.584580164,-0.444530797,0.181767302
A,Company 208,Rating agency 4,6/15/2012,Transportation,-0.638842527,0.238022787,0.106982766,1.265654783,-0.052022182,0.613954444,0.508484056,-0.627973901,-1.341853206,0.027650166,-0.208932591,0.098486566,0.19205965,-0.063023911,0.041618905,-0.276214805,0.355378332,-0.384575532
A,Company 279,Rating agency 4,6/15/2012,Health Care,0.43002015,0.79108174,0.210535591,0.611337927,0.712695448,1.637376063,0.510459717,0.029814366,0.307528195,-0.008833632,-0.725895274,0.078356345,0.533678051,-0.031958503,-0.01935667,-0.332982754,0.072673386,-0.597228047
A,Company 25,Rating agency 4,6/15/2012,Energy,-0.122616634,0.174344852,0.62274033,0.176246081,-0.354898043,1.063180811,0.533984082,0.514706084,0.570277178,0.013189456,-0.396028681,0.131841748,0.420587225,0.00243468,0.036630469,-0.147878395,-0.205020923,0.134855641
A,Company 207,Rating agency 4,6/15/2012,Consumer Non-Durables,0.341115769,0.698478769,0.227806507,0.043496622,0.815657947,1.29273708,0.676442658,0.865981231,0.623331027,0.115860078,1.562577236,0.134487038,0.618188527,0.071832239,-0.011018526,-0.054011274,-0.257916266,-0.055741458
A,Company 214,Rating agency 4,6/15/2012,Technology,1.642791465,1.647302114,0.414913564,1.026934337,-0.045616664,1.573952711,0.701954079,0.450581315,0.597172717,-0.092386588,-3.227035373,-0.117617659,0.459294938,-0.036294717,0.065674726,-0.314395348,0.294366705,0.127417135
A,Company 134,Rating agency 4,6/15/2012,Consumer Durables,-0.516742708,-0.430197338,0.33563528,0.023084276,-0.656214319,0.642732074,0.810432142,0.587775888,-0.082775373,0.144801762,0.498033137,0.129252929,0.190540074,-0.001728868,0.04465343,0.005877951,-0.275757784,0.233958639
A,Company 45,Rating agency 4,6/15/2012,Health Care,0.25582128,0.635435902,0.569085469,0.522244117,0.003831409,0.985744873,0.927489369,0.170548273,-0.112316559,0.069630212,0.10435757,0.038263817,0.267534397,-0.005837255,-0.067596931,-0.080477869,-9.05E-05,-0.821428495
A,Company 11,Rating agency 2,6/15/2012,Public Utilities,-0.890676538,-0.074118287,0.613971128,0.285737078,0.226254022,1.079158039,0.991058166,0.182617859,-0.453805188,0.178353739,0.597990211,0.144248723,-0.02900943,1.813958266,-0.199951431,3.218592587,0.214173796,-0.639374599
A,Company 130,Rating agency 4,6/15/2012,Capital Goods,-0.256671663,-0.631773811,0.553596059,0.057139312,-0.708881326,0.397289864,1.069416518,0.177835278,0.22293531,0.372822042,0.989137863,0.087012289,0.25461096,0.138226093,-0.00171405,0.419532221,-0.254466318,0.105002544
A,Company 74,Rating agency 4,6/15/2012,Capital Goods,-1.528733119,-0.143202775,0.254515353,0.127117319,-0.778247623,0.481844449,1.145337246,-0.015163428,0.537530952,0.435101798,1.015609196,0.15343827,0.15745337,-0.013655411,0.080905394,-0.013937722,-0.372105723,-0.408883347
A,Company 438,Rating agency 4,6/15/2012,Miscellaneous,-0.107981693,0.767776056,0.298391806,0.06076347,-0.626999302,3.079044321,1.533472498,1.097331901,1.61514756,0.176479344,0.624483404,0.101003402,0.505341195,0.052219876,-0.016782028,-0.041415151,-0.227154848,1.340091578
A,Company 249,Rating agency 4,6/15/2012,Consumer Non-Durables,-0.80546853,-0.02005525,-0.105250408,0.188189681,-0.31970623,1.316498878,1.797649575,0.642323728,0.146239277,0.372478937,0.949726333,0.135165433,0.380612624,-0.030457672,0.02105537,-0.24695385,-0.158915371,0.452061055
A,Company 157,Rating agency 4,6/15/2012,Miscellaneous,0.09024527,1.369393886,-2.446369468,0.852434813,-0.234216641,0.619244327,2.430223264,-0.035528166,1.459041621,0.674035997,1.231859114,-0.057306096,0.486711754,-0.072464656,-0.028941954,-0.473235536,0.032420972,0.187339352
A,Company 5,Rating agency 4,6/15/2012,Consumer Non-Durables,-0.776847394,-0.281566801,-0.42163024,0.238697015,-0.738097019,3.079044321,3.760369805,1.333552222,0.929077879,2.211204001,1.554018191,0.118783548,0.522399165,0.080030265,0.07723849,0.031120765,-0.19208874,0.709406651
AA,Company 44,Rating agency 2,6/15/2012,Energy,-0.231691968,0.129245982,0.313180754,0.007143053,-0.584343854,1.242546211,0.260978257,0.518132701,-0.084930989,0.026838914,-0.299698121,0.31202483,-0.277717711,-0.087291188,-0.117671584,0.227160043,-0.255171636,0.090631457
AA,Company 359,Rating agency 4,6/15/2012,Health Care,0.644038852,0.350079884,0.366847126,0.434181257,-0.125626474,1.248031832,0.700159808,0.446232709,0.180379737,-0.011255065,-0.734823187,0.107412168,0.360975594,0.081663958,0.0304205,0.157434752,-0.07450145,0.629496449
AA,Company 95,Rating agency 2,6/15/2012,Consumer Non-Durables,-0.487567868,-0.044510239,0.17571321,0.42531815,0.191959869,2.806623458,2.168191166,0.803475128,0.28931199,0.294809848,0.88229177,0.148689933,0.428529204,0.056647627,-0.051820098,0.024546713,-0.082113854,0.175488168
B,Company 421,Rating agency 4,6/15/2012,Capital Goods,1.019237866,0.892174371,0.457124429,-0.770707601,-0.850809808,-0.542846235,-0.022201642,0.611585716,0.710803807,0.075349928,0.163604879,2.228424179,0.612492248,-0.134563793,0.071763072,-0.778028983,-0.613413861,0.741371274
B,Company 361,Rating agency 4,6/15/2012,Basic Industries,1.958817567,1.662491378,1.157797771,-1.097166724,-1.304543758,-1.358257171,-0.022201642,0.016739754,-0.349717054,-0.00179257,-0.608385289,0.06461659,1.095286752,-0.162443191,-1.442681402,-0.881147328,-0.73841557,0.700066371
B,Company 552,Rating agency 4,6/15/2012,Consumer Services,-0.097171434,0.227617661,0.335362817,-0.502725854,0.235321561,-0.664959386,-0.022201642,0.274290897,-0.215553941,0.321790353,0.884698665,-8.470516219,-0.008985883,-0.13351774,0.073988698,-0.71084591,-0.527294776,0.596898546
B,Company 538,Rating agency 4,6/15/2012,Energy,1.32518065,0.165219635,1.453789509,-1.722784088,-0.694805785,-0.771317754,-0.022201642,-2.966038984,-2.252173765,0.072388824,0.107180463,0.031685607,-7.131213658,-0.19546175,1.24633953,-0.757776365,-0.128562373,0.091485958
B,Company 497,Rating agency 4,6/15/2012,Technology,0.183730254,0.408081239,0.695331933,-0.487211349,1.341969427,-0.637469936,-0.022201642,-0.467796618,-0.236874103,0.25101765,0.781295533,2.228424179,0.355266293,-0.082092356,0.113857723,-0.473713613,-0.019524338,-1.312061154
B,Company 135,Rating agency 4,6/15/2012,Basic Industries,0.032198461,-0.589708409,-2.446369468,-0.424974811,-1.317964726,-0.63394549,-0.022201642,0.732801302,0.013148802,0.226103445,0.699250529,1.946082678,-7.131213658,-0.362256662,0.009259468,-0.588109596,-0.605815719,0.612744758
B,Company 114,Rating agency 4,6/15/2012,Basic Industries,3.16954016,1.450166582,-1.002449274,-0.244249512,1.511105453,-0.557508585,-1.575521844,-0.672866757,0.770530564,0.118856791,0.35185561,-0.264417509,0.621892601,-6.399551167,-0.279675874,-2.463162021,-0.932482566,0.737814295
B,Company 226,Rating agency 4,6/15/2012,Basic Industries,0.394896942,-0.928266827,0.428943107,-0.327837006,-0.974384706,-0.168924692,-1.036327218,0.952872864,0.428931221,0.033165095,-0.217811868,0.299067337,-0.923715899,-0.15192873,-0.058545937,-0.689028989,-0.55175818,0.491659108
B,Company 66,Rating agency 4,6/15/2012,Capital Goods,0.046509404,0.455121488,0.373188296,-0.355588012,-1.313221138,0.02556617,-0.950623808,1.037513976,0.428715002,0.155930422,0.515782778,0.246495597,-1.064205454,-0.21388639,-0.088519801,-0.257933469,-0.561299675,0.389141466
B,Company 240,Rating agency 4,6/15/2012,Consumer Durables,1.238727159,-1.01675629,0.309702423,-0.315214471,-0.639635695,-0.215110326,-0.924803485,0.948401471,0.740361314,0.022858364,-0.310715677,0.216833109,-0.019641837,-0.127107438,0.005194595,-0.635025098,-0.529870188,0.648903287
B,Company 271,Rating agency 4,6/15/2012,Energy,-0.033791732,-1.297607945,-0.007069123,-0.319838873,1.496498428,-0.374837339,-0.876835271,1.130196949,0.595759906,0.002837476,-0.556505029,-0.153317554,0.12383001,-0.122549863,0.360999022,-0.64447655,-0.571016481,0.943193152
B,Company 385,Rating agency 4,6/15/2012,Basic Industries,0.515806547,1.259854208,-0.258559374,1.164510878,-0.165568514,0.034888846,-0.675230388,-1.205951732,-1.59426279,-0.066854431,-2.282701206,0.131072567,-0.782493874,-0.151325531,0.150681443,-0.650511405,0.706783683,-0.169175775
B,Company 593,Rating agency 2,6/15/2012,Finance,-0.927110435,0.148389585,1.088940151,0.088083294,-0.289701118,-0.316475475,-0.627835932,-1.030326206,-0.545866876,0.071036079,-0.818004287,0.152371469,0.310900567,-0.109674871,0.404563082,-0.604985977,0.044970002,-0.648319911
B,Company 476,Rating agency 4,6/15/2012,Consumer Non-Durables,0.563645553,-0.05440106,0.785237796,-0.085054975,-0.85346765,0.265175098,-0.257436723,0.581711869,0.432363963,-0.02752209,-1.031973576,0.083991463,-0.206067832,-0.127571165,-0.008831772,-0.525653992,-0.504440763,0.215756117
B,Company 51,Rating agency 4,6/15/2012,Energy,-0.697448928,-1.611016205,3.050910185,5.191175032,1.515755619,0.147542568,-0.224437537,-5.207600338,-3.439338404,-0.003821837,-0.614235822,-0.123919271,0.610153793,-0.014759696,-0.006886711,-0.306187417,8.266179045,-1.777398613
B,Company 557,Rating agency 4,6/15/2012,Technology,1.02725424,1.127506152,0.522703414,-0.255655201,-0.631504692,-0.122639568,-0.115526148,0.7770038,0.227428047,0.135781226,0.428908201,0.101140683,0.144230958,-0.080149701,-0.136604257,-0.352427566,-0.200448123,0.335040539
B,Company 394,Rating agency 4,6/15/2012,Health Care,1.968376426,1.577345483,0.622018245,0.850406484,-0.112294529,-0.3157943,0.130171785,-0.513115915,0.464608398,-0.0172272,-0.837270134,0.024594306,0.172113845,-0.080316967,-0.029319472,-0.37066029,-0.410703021,0.856516005
